transaction_id,order_id,payment_method,payment_provider,transaction_date,amount,currency,status,card_last_four,authorization_code,processing_fee
55608,50608,Debit Card,Square,2023-06-23 21:38:00,1837.47,USD,Completed,7123,AUTH798627,63.93
55609,50609,PayPal,PayPal,2024-11-20 19:51:00,569.98,USD,Completed,,AUTH932262,11.86
55610,50610,Apple Pay,Apple,2024-03-14 10:40:00,1441.29,USD,Completed,,AUTH862542,28.09
55611,50611,Credit Card,Stripe,2024-08-17 20:21:00,7050.16,USD,Completed,7155,AUTH124673,132.45
55612,50612,Bank Transfer,ACH,2024-06-18 21:19:00,2316.94,USD,Completed,,AUTH129854,63.11
55613,50613,Credit Card,Stripe,2023-02-16 12:35:00,365.3,USD,Completed,9265,AUTH366125,5.51
55614,50614,PayPal,PayPal,2024-06-08 08:10:00,7149.54,USD,Completed,,AUTH244143,180.6
55615,50615,PayPal,PayPal,2024-05-08 11:50:00,4611.72,USD,Completed,,AUTH977361,73.4
55616,50616,Debit Card,Square,2023-11-08 07:40:00,1669.57,USD,Completed,1132,AUTH851727,42.12
55617,50617,Credit Card,Stripe,2023-05-28 15:53:00,2324.91,USD,Completed,7320,AUTH516264,46.46
55618,50618,Credit Card,Stripe,2024-10-02 18:54:00,69.55,USD,Completed,5024,AUTH186284,1.91
55619,50619,Debit Card,Square,2023-11-12 09:43:00,2547.81,USD,Completed,5083,AUTH382955,43.58
55620,50620,Credit Card,Stripe,2024-02-18 16:03:00,95.5,USD,Completed,1079,AUTH745720,1.87
55621,50621,PayPal,PayPal,2023-10-28 08:36:00,5969.56,USD,Completed,,AUTH140179,162.39
55622,50622,Bank Transfer,ACH,2023-10-23 17:23:00,4157.3,USD,Completed,,AUTH541463,109.32
55623,50623,PayPal,PayPal,2024-08-22 10:22:00,2760.04,USD,Completed,,AUTH605196,89.96
55624,50624,Google Pay,Google,2024-11-22 14:52:00,3758.89,USD,Completed,,AUTH157395,88.85
55625,50625,Debit Card,Square,2024-02-27 15:56:00,383.19,USD,Completed,5612,AUTH139008,7.53
55626,50626,Credit Card,Stripe,2024-06-03 19:25:00,588.3,USD,Failed,4150,AUTH458239,11.49
55627,50627,Credit Card,Stripe,2024-11-05 18:15:00,974.2,USD,Completed,7738,AUTH806772,19.2
55628,50628,Credit Card,Stripe,2024-11-08 09:07:00,1694.6,USD,Refunded,9360,AUTH646185,41.96
55629,50629,Credit Card,Stripe,2024-09-26 16:58:00,1511.75,USD,Completed,3903,AUTH588530,28.31
55630,50630,Credit Card,Stripe,2023-05-23 14:48:00,6560.96,USD,Completed,4500,AUTH215410,210.82
55631,50631,Credit Card,Stripe,2023-10-02 12:19:00,285.9,USD,Refunded,6218,AUTH913569,9.3
55632,50632,Apple Pay,Apple,2024-11-20 19:58:00,3602.82,USD,Completed,,AUTH592316,100.31
55633,50633,Debit Card,Square,2024-11-20 17:58:00,6124.96,USD,Completed,2354,AUTH413495,123.85
55634,50634,Credit Card,Stripe,2023-12-27 21:04:00,2131.2,USD,Completed,4228,AUTH542737,50.55
55635,50635,Apple Pay,Apple,2023-12-26 10:48:00,411.78,USD,Completed,,AUTH262821,14.4
55636,50636,PayPal,PayPal,2023-08-01 12:20:00,1724.4,USD,Completed,,AUTH940930,47.39
55637,50637,Apple Pay,Apple,2023-07-21 22:10:00,1152.52,USD,Completed,,AUTH223007,33.21
55638,50638,Credit Card,Stripe,2023-10-26 21:36:00,1358.5,USD,Completed,3662,AUTH813456,35.88
55639,50639,Google Pay,Google,2024-12-14 13:50:00,285.88,USD,Refunded,,AUTH274591,4.8
55640,50640,PayPal,PayPal,2023-12-14 10:14:00,330.94,USD,Completed,,AUTH159796,5.15
55641,50641,Debit Card,Square,2024-12-22 15:14:00,4441.38,USD,Completed,8708,AUTH681292,86.96
55642,50642,Debit Card,Square,2024-01-27 10:03:00,3960.57,USD,Completed,8650,AUTH819056,103.06
55643,50643,Bank Transfer,ACH,2023-11-17 14:20:00,3596.69,USD,Completed,,AUTH654937,88.69
55644,50644,Credit Card,Stripe,2024-11-14 11:15:00,2264.22,USD,Completed,1092,AUTH347138,60.58
55645,50645,Credit Card,Stripe,2023-12-04 08:24:00,2696.09,USD,Completed,3311,AUTH817591,87.55
55646,50646,Credit Card,Stripe,2024-05-27 18:50:00,6665.07,USD,Completed,7120,AUTH505148,173.17
55647,50647,Credit Card,Stripe,2023-05-26 14:44:00,330.06,USD,Completed,9777,AUTH652731,7.97
55648,50648,Apple Pay,Apple,2024-10-22 17:20:00,71.7,USD,Completed,,AUTH229495,2.26
55649,50649,PayPal,PayPal,2024-11-15 20:35:00,2142.43,USD,Completed,,AUTH741770,55.25
55650,50650,Google Pay,Google,2023-09-09 14:01:00,717.42,USD,Refunded,,AUTH517396,16.47
55651,50651,Bank Transfer,ACH,2023-04-14 22:41:00,5475.47,USD,Completed,,AUTH734833,105.24
55652,50652,Apple Pay,Apple,2024-01-12 09:01:00,5437.89,USD,Completed,,AUTH833439,179.63
55653,50653,Credit Card,Stripe,2023-10-21 09:24:00,365.1,USD,Completed,4918,AUTH744439,8.02
55654,50654,Bank Transfer,ACH,2024-10-11 18:04:00,2499.54,USD,Completed,,AUTH449383,69.74
55655,50655,Debit Card,Square,2024-11-12 09:03:00,3174.52,USD,Completed,3414,AUTH775450,91.66
55656,50656,Apple Pay,Apple,2024-11-06 21:20:00,8599.94,USD,Completed,,AUTH821405,218.38
55657,50657,Credit Card,Stripe,2024-06-09 20:18:00,2992.32,USD,Completed,5735,AUTH541657,53.96
55658,50658,PayPal,PayPal,2024-08-17 22:00:00,3126.83,USD,Completed,,AUTH109856,99.18
55659,50659,Bank Transfer,ACH,2024-11-02 14:56:00,5879.12,USD,Completed,,AUTH248260,165.71
55660,50660,PayPal,PayPal,2024-07-06 17:05:00,1290.72,USD,Completed,,AUTH981838,30.18
55661,50661,Debit Card,Square,2024-08-17 19:47:00,28.4,USD,Completed,7621,AUTH314821,0.96
55662,50662,Credit Card,Stripe,2023-12-02 15:52:00,88.56,USD,Completed,7885,AUTH934039,1.57
55663,50663,Google Pay,Google,2024-11-07 10:54:00,504.0,USD,Completed,,AUTH762991,16.88
55664,50664,Credit Card,Stripe,2024-11-03 11:09:00,335.08,USD,Completed,4072,AUTH903545,9.13
55665,50665,Google Pay,Google,2023-10-17 10:15:00,2915.09,USD,Refunded,,AUTH924463,82.48
55666,50666,Credit Card,Stripe,2023-12-07 19:31:00,574.5,USD,Completed,2720,AUTH288032,17.39
55667,50667,Credit Card,Stripe,2023-11-16 21:18:00,4495.73,USD,Completed,9825,AUTH246664,117.74
55668,50668,Credit Card,Stripe,2024-10-12 07:30:00,6658.88,USD,Completed,1444,AUTH334209,183.95
55669,50669,Debit Card,Square,2023-05-09 12:08:00,2258.58,USD,Failed,9183,AUTH558491,37.17
55670,50670,Debit Card,Square,2024-09-07 15:48:00,507.01,USD,Completed,6636,AUTH862895,14.26
55671,50671,Credit Card,Stripe,2024-03-18 12:31:00,2459.7,USD,Failed,5824,AUTH713390,73.64
55672,50672,Apple Pay,Apple,2024-11-17 15:48:00,5691.28,USD,Refunded,,AUTH881932,190.96
55673,50673,PayPal,PayPal,2024-09-27 18:21:00,2016.81,USD,Completed,,AUTH882382,64.38
55674,50674,Google Pay,Google,2024-04-13 09:15:00,139.69,USD,Completed,,AUTH428499,4.06
55675,50675,Credit Card,Stripe,2023-08-09 18:44:00,377.6,USD,Completed,4640,AUTH843336,9.6
55676,50676,Debit Card,Square,2024-12-19 07:07:00,822.15,USD,Completed,5586,AUTH779570,17.56
55677,50677,PayPal,PayPal,2023-12-23 14:36:00,1374.7,USD,Completed,,AUTH501438,26.59
55678,50678,PayPal,PayPal,2023-11-08 10:43:00,3353.98,USD,Completed,,AUTH680988,78.1
55679,50679,Google Pay,Google,2023-11-15 22:06:00,2376.81,USD,Failed,,AUTH589482,51.57
55680,50680,Debit Card,Square,2023-04-28 12:33:00,7126.34,USD,Completed,9275,AUTH559037,171.89
55681,50681,Apple Pay,Apple,2024-09-18 07:58:00,1657.35,USD,Completed,,AUTH113573,39.43
55682,50682,Credit Card,Stripe,2024-11-12 21:50:00,184.5,USD,Completed,3050,AUTH743325,5.58
55683,50683,PayPal,PayPal,2024-12-21 19:14:00,1160.23,USD,Completed,,AUTH979034,38.92
55684,50684,Credit Card,Stripe,2023-09-02 17:23:00,1607.4,USD,Completed,2981,AUTH390956,34.42
55685,50685,Credit Card,Stripe,2024-12-08 17:15:00,1295.48,USD,Completed,6658,AUTH462759,32.14
55686,50686,Google Pay,Google,2024-10-23 09:38:00,635.14,USD,Completed,,AUTH583857,17.55
55687,50687,Debit Card,Square,2023-12-11 09:04:00,26.56,USD,Completed,1703,AUTH594071,0.49
55688,50688,PayPal,PayPal,2023-02-07 15:13:00,239.58,USD,Completed,,AUTH904284,5.52
55689,50689,Credit Card,Stripe,2023-04-09 21:14:00,858.99,USD,Completed,2841,AUTH387427,20.89
55690,50690,PayPal,PayPal,2023-08-18 07:52:00,6139.44,USD,Completed,,AUTH715210,124.23
55691,50691,PayPal,PayPal,2023-01-25 09:41:00,3152.71,USD,Completed,,AUTH214201,92.72
55692,50692,Debit Card,Square,2024-12-15 09:27:00,667.59,USD,Completed,8600,AUTH766039,11.77
55693,50693,Debit Card,Square,2024-12-05 11:32:00,2841.05,USD,Completed,2984,AUTH909953,51.14
55694,50694,PayPal,PayPal,2024-09-17 08:56:00,1764.38,USD,Completed,,AUTH706812,34.96
55695,50695,Debit Card,Square,2023-11-06 11:40:00,2785.17,USD,Completed,5769,AUTH703272,81.58
55696,50696,PayPal,PayPal,2023-07-27 17:31:00,7944.6,USD,Completed,,AUTH750715,267.31
55697,50697,Credit Card,Stripe,2023-11-18 19:52:00,153.78,USD,Completed,9226,AUTH137314,2.68
55698,50698,PayPal,PayPal,2023-12-05 08:27:00,3764.43,USD,Completed,,AUTH387237,82.48
55699,50699,Debit Card,Square,2024-10-04 07:11:00,5567.75,USD,Completed,2837,AUTH146485,187.0
55700,50700,Debit Card,Square,2024-10-09 21:18:00,3515.52,USD,Completed,6252,AUTH966884,120.51
55701,50701,Bank Transfer,ACH,2023-09-10 15:46:00,1444.79,USD,Completed,,AUTH920144,33.41
55702,50702,Apple Pay,Apple,2023-11-28 11:43:00,2854.44,USD,Completed,,AUTH500951,79.62
55703,50703,Bank Transfer,ACH,2024-09-15 20:05:00,320.22,USD,Completed,,AUTH353130,9.71
55704,50704,Credit Card,Stripe,2023-07-12 12:46:00,3501.9,USD,Completed,4068,AUTH496750,102.5
55705,50705,Credit Card,Stripe,2024-11-13 21:29:00,1376.67,USD,Completed,1125,AUTH826839,43.56
55706,50706,Credit Card,Stripe,2024-09-09 08:03:00,267.48,USD,Completed,4601,AUTH744145,7.27
55707,50707,Debit Card,Square,2023-11-11 13:30:00,20.25,USD,Completed,2007,AUTH780499,0.6
55708,50708,Credit Card,Stripe,2023-09-15 17:28:00,603.85,USD,Refunded,5186,AUTH602354,14.74
55709,50709,Bank Transfer,ACH,2024-12-02 17:04:00,3942.74,USD,Completed,,AUTH825559,136.18
55710,50710,Credit Card,Stripe,2024-01-11 22:52:00,461.8,USD,Completed,4887,AUTH741861,11.03
55711,50711,Credit Card,Stripe,2024-06-19 14:19:00,6508.29,USD,Completed,3491,AUTH357919,123.87
55712,50712,Credit Card,Stripe,2023-11-24 21:29:00,1564.62,USD,Completed,5229,AUTH717242,44.38
55713,50713,PayPal,PayPal,2023-12-19 20:59:00,7820.03,USD,Completed,,AUTH334970,190.74
55714,50714,Google Pay,Google,2024-03-27 20:53:00,805.32,USD,Completed,,AUTH225172,13.83
55715,50715,Debit Card,Square,2023-11-15 21:39:00,6354.65,USD,Failed,7223,AUTH863784,184.14
55716,50716,Credit Card,Stripe,2024-06-28 13:18:00,565.4,USD,Completed,3673,AUTH148397,14.83
55717,50717,Bank Transfer,ACH,2024-09-06 17:28:00,1336.61,USD,Completed,,AUTH162314,34.57
55718,50718,Debit Card,Square,2024-09-10 19:55:00,4456.06,USD,Completed,2226,AUTH117455,98.78
55719,50719,Google Pay,Google,2024-02-17 11:17:00,5765.82,USD,Completed,,AUTH384240,190.99
55720,50720,Credit Card,Stripe,2024-11-14 17:53:00,7503.75,USD,Failed,9198,AUTH367464,142.7
55721,50721,Credit Card,Stripe,2023-11-02 15:21:00,2965.85,USD,Completed,2610,AUTH342454,62.85
55722,50722,Credit Card,Stripe,2023-10-23 10:43:00,5956.91,USD,Completed,5939,AUTH286023,93.14
55723,50723,Credit Card,Stripe,2023-09-14 20:03:00,839.21,USD,Failed,9454,AUTH984846,22.51
55724,50724,Credit Card,Stripe,2024-10-10 20:32:00,230.37,USD,Completed,5975,AUTH623480,4.23
55725,50725,Bank Transfer,ACH,2023-10-28 19:09:00,6385.03,USD,Completed,,AUTH665974,156.42
55726,50726,Debit Card,Square,2024-06-02 10:02:00,434.87,USD,Completed,8193,AUTH769612,10.38
55727,50727,Credit Card,Stripe,2024-05-21 21:51:00,725.91,USD,Refunded,6860,AUTH409663,19.69
55728,50728,PayPal,PayPal,2024-11-09 08:19:00,702.02,USD,Completed,,AUTH626792,16.14
55729,50729,Debit Card,Square,2023-08-10 10:15:00,3791.97,USD,Completed,4993,AUTH603567,128.55
55730,50730,PayPal,PayPal,2024-03-21 22:07:00,4622.05,USD,Completed,,AUTH436052,70.81
55731,50731,Credit Card,Stripe,2023-02-19 22:31:00,1699.05,USD,Completed,4326,AUTH881143,48.85
55732,50732,Debit Card,Square,2024-10-06 19:38:00,2944.7,USD,Completed,3980,AUTH236411,51.32
55733,50733,Credit Card,Stripe,2024-07-07 11:14:00,214.39,USD,Completed,5449,AUTH924780,4.56
55734,50734,Apple Pay,Apple,2024-08-19 09:32:00,2789.39,USD,Completed,,AUTH553548,44.54
55735,50735,Bank Transfer,ACH,2023-10-06 15:14:00,520.12,USD,Completed,,AUTH797746,9.4
55736,50736,PayPal,PayPal,2023-08-26 12:29:00,4212.81,USD,Completed,,AUTH547237,86.27
55737,50737,Credit Card,Stripe,2023-11-05 08:07:00,1548.24,USD,Failed,2275,AUTH887298,51.26
55738,50738,Google Pay,Google,2023-09-03 14:04:00,4441.05,USD,Refunded,,AUTH573677,128.97
55739,50739,Debit Card,Square,2023-07-09 15:58:00,1978.51,USD,Completed,6455,AUTH916256,53.81
55740,50740,Google Pay,Google,2024-11-13 19:20:00,441.66,USD,Refunded,,AUTH962642,8.19
55741,50741,Bank Transfer,ACH,2023-09-05 15:21:00,912.0,USD,Refunded,,AUTH726834,30.4
55742,50742,PayPal,PayPal,2023-02-27 19:45:00,132.34,USD,Completed,,AUTH172863,2.83
55743,50743,PayPal,PayPal,2023-10-09 11:31:00,2635.3,USD,Completed,,AUTH770692,84.72
55744,50744,Credit Card,Stripe,2024-12-21 14:41:00,10195.72,USD,Completed,3133,AUTH837600,253.35
55745,50745,Apple Pay,Apple,2024-12-28 14:52:00,4098.19,USD,Completed,,AUTH522993,66.31
55746,50746,Debit Card,Square,2023-11-28 20:35:00,1189.96,USD,Completed,7522,AUTH211805,39.0
55747,50747,Bank Transfer,ACH,2024-10-26 17:00:00,901.93,USD,Refunded,,AUTH733563,29.71
55748,50748,PayPal,PayPal,2023-10-05 20:25:00,1251.91,USD,Completed,,AUTH917925,32.14
55749,50749,Debit Card,Square,2024-11-15 11:21:00,1799.84,USD,Completed,4303,AUTH820092,38.31
55750,50750,Debit Card,Square,2023-09-06 09:29:00,2362.6,USD,Refunded,7484,AUTH182754,70.36
55751,50751,Credit Card,Stripe,2023-10-25 14:21:00,3056.61,USD,Completed,7327,AUTH679472,59.2
55752,50752,Apple Pay,Apple,2023-10-05 07:33:00,6788.61,USD,Completed,,AUTH904638,169.51
55753,50753,Credit Card,Stripe,2023-10-25 12:44:00,7064.03,USD,Completed,7211,AUTH585271,182.89
55754,50754,Bank Transfer,ACH,2024-03-25 21:10:00,1713.02,USD,Completed,,AUTH371578,37.96
55755,50755,Debit Card,Square,2024-10-12 09:52:00,81.44,USD,Completed,9864,AUTH791998,1.25
55756,50756,Credit Card,Stripe,2024-05-28 18:02:00,5843.11,USD,Completed,6524,AUTH248148,102.28
55757,50757,PayPal,PayPal,2024-07-18 17:02:00,551.16,USD,Completed,,AUTH613498,17.56
55758,50758,Bank Transfer,ACH,2023-11-16 16:15:00,4497.27,USD,Completed,,AUTH428761,117.68
55759,50759,Credit Card,Stripe,2023-09-14 13:41:00,4541.58,USD,Completed,4520,AUTH379783,78.87
55760,50760,PayPal,PayPal,2024-07-23 11:19:00,1273.38,USD,Completed,,AUTH347599,22.83
55761,50761,Credit Card,Stripe,2024-09-25 09:55:00,889.56,USD,Completed,8441,AUTH747356,24.65
55762,50762,PayPal,PayPal,2024-06-09 18:33:00,202.21,USD,Completed,,AUTH101145,4.69
55763,50763,Credit Card,Stripe,2024-08-18 07:50:00,2395.14,USD,Completed,7728,AUTH292879,63.88
55764,50764,Credit Card,Stripe,2024-01-12 07:38:00,1412.1,USD,Completed,7374,AUTH631633,23.22
55765,50765,PayPal,PayPal,2024-07-04 09:49:00,353.05,USD,Completed,,AUTH926399,7.06
55766,50766,Credit Card,Stripe,2023-10-27 08:33:00,197.68,USD,Completed,9163,AUTH508408,4.46
55767,50767,Google Pay,Google,2024-12-17 19:37:00,5071.87,USD,Completed,,AUTH634546,149.2
55768,50768,Apple Pay,Apple,2023-12-02 12:37:00,1400.12,USD,Refunded,,AUTH416510,48.5
55769,50769,Credit Card,Stripe,2024-09-02 14:21:00,1141.04,USD,Completed,6031,AUTH914999,23.15
55770,50770,Bank Transfer,ACH,2024-04-12 08:08:00,408.06,USD,Refunded,,AUTH228813,7.06
55771,50771,Debit Card,Square,2023-03-25 18:58:00,10432.35,USD,Completed,4653,AUTH798453,193.56
55772,50772,Credit Card,Stripe,2023-11-04 09:31:00,218.34,USD,Completed,9393,AUTH822785,4.29
55773,50773,PayPal,PayPal,2023-02-18 11:17:00,266.44,USD,Completed,,AUTH344470,7.23
55774,50774,Credit Card,Stripe,2024-11-06 09:25:00,125.85,USD,Refunded,6634,AUTH109875,3.15
55775,50775,Apple Pay,Apple,2023-11-24 18:37:00,434.43,USD,Completed,,AUTH139673,7.53
55776,50776,Debit Card,Square,2023-12-12 22:14:00,1819.83,USD,Completed,5176,AUTH511589,32.68
55777,50777,Credit Card,Stripe,2024-09-21 20:50:00,188.44,USD,Completed,6792,AUTH803263,4.54
55778,50778,PayPal,PayPal,2023-05-27 08:23:00,1190.67,USD,Completed,,AUTH116052,37.2
55779,50779,PayPal,PayPal,2024-12-02 17:49:00,1093.94,USD,Completed,,AUTH266747,19.86
55780,50780,Credit Card,Stripe,2024-12-24 11:46:00,335.82,USD,Completed,4105,AUTH843188,5.29
55781,50781,Debit Card,Square,2023-04-27 19:41:00,4363.3,USD,Completed,3226,AUTH187728,105.93
55782,50782,Debit Card,Square,2024-11-22 22:39:00,772.48,USD,Completed,4614,AUTH914138,22.28
55783,50783,Credit Card,Stripe,2023-11-05 18:11:00,885.72,USD,Completed,2967,AUTH676600,21.66
55784,50784,Credit Card,Stripe,2023-05-08 17:53:00,10200.07,USD,Completed,9905,AUTH501229,297.66
55785,50785,Debit Card,Square,2024-02-26 15:58:00,5556.9,USD,Completed,6665,AUTH643469,171.98
55786,50786,Google Pay,Google,2024-11-26 18:25:00,257.41,USD,Completed,,AUTH433818,8.5
55787,50787,Credit Card,Stripe,2024-12-22 16:36:00,266.31,USD,Completed,5108,AUTH992725,8.49
55788,50788,Bank Transfer,ACH,2023-04-11 20:31:00,1017.61,USD,Completed,,AUTH735513,30.31
55789,50789,PayPal,PayPal,2023-01-19 21:56:00,4965.68,USD,Refunded,,AUTH833877,106.33
55790,50790,Apple Pay,Apple,2023-09-06 18:29:00,6183.97,USD,Completed,,AUTH922039,117.21
55791,50791,PayPal,PayPal,2023-10-20 12:09:00,612.37,USD,Failed,,AUTH103703,15.43
55792,50792,Debit Card,Square,2023-10-04 22:25:00,2096.8,USD,Completed,5201,AUTH205401,51.51
55793,50793,Bank Transfer,ACH,2024-07-24 14:34:00,82.71,USD,Completed,,AUTH435204,1.71
55794,50794,Debit Card,Square,2024-09-16 18:47:00,133.48,USD,Completed,2215,AUTH535738,2.2
55795,50795,Apple Pay,Apple,2023-08-12 22:25:00,5429.12,USD,Failed,,AUTH544807,144.28
55796,50796,Apple Pay,Apple,2024-06-12 19:59:00,1853.73,USD,Completed,,AUTH374022,41.14
55797,50797,PayPal,PayPal,2023-09-10 18:59:00,1701.44,USD,Completed,,AUTH616395,25.88
55798,50798,Credit Card,Stripe,2023-12-27 20:17:00,3439.67,USD,Completed,8534,AUTH292856,69.11
55799,50799,Credit Card,Stripe,2023-12-10 21:34:00,3121.24,USD,Completed,5105,AUTH558361,50.37
55800,50800,Debit Card,Square,2023-12-13 08:44:00,4185.55,USD,Completed,9796,AUTH165120,80.55
55801,50801,Google Pay,Google,2023-11-03 14:10:00,337.88,USD,Refunded,,AUTH621816,10.68
55802,50802,PayPal,PayPal,2023-06-03 09:40:00,1253.24,USD,Completed,,AUTH338986,35.19
55803,50803,Debit Card,Square,2023-09-13 17:06:00,6266.46,USD,Completed,1517,AUTH268180,143.69
55804,50804,Bank Transfer,ACH,2024-11-11 08:48:00,7604.82,USD,Completed,,AUTH256840,152.79
55805,50805,Bank Transfer,ACH,2023-07-02 15:12:00,426.92,USD,Completed,,AUTH961013,6.77
55806,50806,Credit Card,Stripe,2024-09-22 07:17:00,3168.06,USD,Completed,4074,AUTH625786,52.62
55807,50807,Apple Pay,Apple,2024-04-06 19:53:00,1355.85,USD,Completed,,AUTH319032,32.16
55808,50808,Credit Card,Stripe,2024-09-20 10:51:00,2342.28,USD,Completed,2266,AUTH702883,55.58
55809,50809,Bank Transfer,ACH,2024-02-12 10:34:00,316.28,USD,Completed,,AUTH151798,9.11
55810,50810,Credit Card,Stripe,2023-08-26 08:59:00,1405.6,USD,Refunded,5609,AUTH664001,47.36
55811,50811,PayPal,PayPal,2024-12-10 20:57:00,1528.14,USD,Completed,,AUTH864277,37.63
55812,50812,Credit Card,Stripe,2023-07-13 19:03:00,1867.7,USD,Completed,4261,AUTH722672,49.83
55813,50813,Credit Card,Stripe,2023-09-12 17:42:00,117.7,USD,Completed,3243,AUTH197117,1.84
55814,50814,PayPal,PayPal,2023-10-13 08:06:00,605.14,USD,Completed,,AUTH838184,16.55
55815,50815,Bank Transfer,ACH,2024-08-12 10:19:00,165.84,USD,Completed,,AUTH871295,2.6
55816,50816,Credit Card,Stripe,2023-12-09 18:50:00,2610.28,USD,Refunded,5068,AUTH298673,49.07
55817,50817,PayPal,PayPal,2023-12-11 07:42:00,2387.67,USD,Completed,,AUTH720887,59.43
55818,50818,Debit Card,Square,2023-01-11 20:25:00,409.84,USD,Completed,1272,AUTH181368,9.47
55819,50819,Google Pay,Google,2024-08-08 20:29:00,443.35,USD,Completed,,AUTH645900,14.56
55820,50820,Credit Card,Stripe,2023-03-04 11:26:00,153.93,USD,Completed,3105,AUTH163987,2.32
55821,50821,Debit Card,Square,2024-10-02 11:09:00,134.46,USD,Completed,9959,AUTH604286,3.71
55822,50822,Credit Card,Stripe,2023-04-04 18:01:00,8109.08,USD,Refunded,9483,AUTH139347,185.79
55823,50823,Debit Card,Square,2024-11-26 18:06:00,1270.39,USD,Completed,8144,AUTH669115,41.0
55824,50824,Bank Transfer,ACH,2023-10-03 08:40:00,106.68,USD,Completed,,AUTH628469,2.64
55825,50825,PayPal,PayPal,2024-04-12 21:13:00,4520.28,USD,Completed,,AUTH615171,106.49
55826,50826,Credit Card,Stripe,2023-08-14 18:35:00,2073.56,USD,Completed,1562,AUTH954085,52.01
55827,50827,Apple Pay,Apple,2023-10-15 10:04:00,1492.84,USD,Completed,,AUTH875722,39.27
55828,50828,Credit Card,Stripe,2024-10-19 10:14:00,762.12,USD,Completed,1734,AUTH237007,14.99
55829,50829,Bank Transfer,ACH,2024-01-18 19:09:00,5822.6,USD,Completed,,AUTH637775,91.05
55830,50830,PayPal,PayPal,2024-06-23 19:00:00,488.7,USD,Refunded,,AUTH314841,12.32
55831,50831,PayPal,PayPal,2023-06-22 14:10:00,6.3,USD,Completed,,AUTH847722,0.2
55832,50832,PayPal,PayPal,2023-07-26 07:56:00,13545.95,USD,Completed,,AUTH803962,265.1
55833,50833,PayPal,PayPal,2023-07-13 09:07:00,388.23,USD,Refunded,,AUTH290153,12.99
55834,50834,Bank Transfer,ACH,2023-11-03 17:00:00,329.13,USD,Failed,,AUTH605206,9.64
55835,50835,PayPal,PayPal,2024-09-23 12:44:00,7585.63,USD,Completed,,AUTH200648,151.19
55836,50836,Bank Transfer,ACH,2023-10-15 21:20:00,5659.63,USD,Completed,,AUTH205036,121.35
55837,50837,PayPal,PayPal,2023-04-04 09:28:00,3412.93,USD,Completed,,AUTH455294,115.16
55838,50838,Bank Transfer,ACH,2023-11-01 21:22:00,231.43,USD,Refunded,,AUTH587045,5.99
55839,50839,Credit Card,Stripe,2023-11-03 19:30:00,1346.3,USD,Completed,7345,AUTH174222,41.84
55840,50840,Debit Card,Square,2023-12-24 13:44:00,7.14,USD,Refunded,5346,AUTH875865,0.16
55841,50841,Credit Card,Stripe,2024-11-16 11:38:00,1105.23,USD,Completed,5097,AUTH199033,28.49
55842,50842,Debit Card,Square,2024-10-09 13:20:00,326.94,USD,Completed,8717,AUTH809661,10.82
55843,50843,Credit Card,Stripe,2024-06-19 17:09:00,3318.6,USD,Refunded,4092,AUTH583992,93.11
55844,50844,Google Pay,Google,2023-11-26 09:29:00,8073.14,USD,Completed,,AUTH380787,132.26
55845,50845,Apple Pay,Apple,2023-10-01 10:12:00,795.87,USD,Completed,,AUTH367251,15.55
55846,50846,PayPal,PayPal,2024-11-09 21:16:00,837.65,USD,Completed,,AUTH192234,13.84
55847,50847,Credit Card,Stripe,2023-08-01 09:15:00,5827.67,USD,Completed,3286,AUTH560873,90.38
55848,50848,Credit Card,Stripe,2024-10-09 14:36:00,142.24,USD,Completed,7783,AUTH757008,4.77
55849,50849,Credit Card,Stripe,2023-04-16 09:30:00,6515.44,USD,Completed,1847,AUTH524701,170.86
55850,50850,PayPal,PayPal,2023-04-28 19:35:00,769.48,USD,Completed,,AUTH412054,11.88
55851,50851,PayPal,PayPal,2024-12-16 12:09:00,5862.52,USD,Completed,,AUTH629726,122.34
55852,50852,Debit Card,Square,2024-12-26 19:52:00,4942.58,USD,Completed,5787,AUTH219229,123.41
55853,50853,Debit Card,Square,2023-04-07 19:43:00,686.44,USD,Completed,7516,AUTH218143,18.97
55854,50854,Credit Card,Stripe,2024-10-14 16:50:00,1191.14,USD,Failed,1736,AUTH592146,20.8
55855,50855,Bank Transfer,ACH,2023-11-24 14:16:00,5310.22,USD,Completed,,AUTH502853,137.23
55856,50856,Bank Transfer,ACH,2023-10-26 14:54:00,6553.39,USD,Completed,,AUTH265025,182.41
55857,50857,PayPal,PayPal,2024-10-13 17:48:00,1692.7,USD,Completed,,AUTH509598,44.43
55858,50858,PayPal,PayPal,2023-12-06 21:33:00,13.46,USD,Completed,,AUTH158062,0.31
55859,50859,Credit Card,Stripe,2023-04-01 13:19:00,228.64,USD,Refunded,3871,AUTH282805,6.81
55860,50860,Bank Transfer,ACH,2024-04-10 12:18:00,1125.73,USD,Completed,,AUTH464434,33.96
55861,50861,PayPal,PayPal,2024-09-21 18:59:00,24.08,USD,Completed,,AUTH643640,0.55
55862,50862,PayPal,PayPal,2023-10-09 10:31:00,1773.21,USD,Completed,,AUTH990034,38.8
55863,50863,Credit Card,Stripe,2024-09-15 15:26:00,5037.62,USD,Failed,4362,AUTH212499,134.83
55864,50864,Bank Transfer,ACH,2023-10-23 11:25:00,1523.5,USD,Refunded,,AUTH886755,48.13
